10000
      59925.20	numerous
      59873.80	frequently
      59843.00	famous
      59831.90	telling
      59634.90	powerful
      59632.50	alive
      59569.20	waters
      59565.30	national
      59510.70	weak
      59479.80	divine
      59413.40	material
      59406.20	principal
      59324.80	gathered
      59261.50	suggested
      59180.80	frank
      59172.10	valley
      59171.30	guess
      59160.20	finding
      59051.80	yellow
      58979.80	heat
      58941.10	remains
      58939.50	bent
      58899.10	seized
      58892.80	guard
      58840.60	equally
      58811.30	naturally
      58805.80	box
      58805.80	remarkable
      58789.20	gods
      58760.70	moon
      58710.80	slight
      58699.80	style
      58669.70	pointed
      58632.50	saved
      58556.60	windows
      58551.80	crossed
      58498.80	louis
      58458.50	pounds
      58451.30	ain't
      58378.60	evidently
      58369.90	principle
      58268.60	immediate
      58218.00	willing
      58195.80	consequence
      58188.70	richard
      58148.30	principles
      58140.40	characters
      58106.40	paul
      58088.20	season
      58020.20	remarked
      57960.10	science
      57959.30	tender
      57946.60	worked
      57772.60	grown
      57721.10	whispered
      57714.80	interested
      57661.00	quarter
      57518.60	midst
      57509.90	liked
      57495.70	advanced
      57471.10	apparently
      57458.50	bore
      57456.90	pwh
      57449.00	active
      57389.60	noticed
      57388.90	aware
      57341.40	thomas
      57326.40	uncle
      57295.50	list
      57292.30	dangerous
      57283.60	august
      57251.20	calm
      57225.10	genius
      57211.60	sacred
      57199.00	kingdom
      57187.90	entire
      57115.10	popular
      57040.80	unknown
      57038.40	nice
      57035.20	habit
      56981.40	spanish
      56835.10	familiar
      56832.70	reader
      56807.40	published
      56755.20	direct
      56748.80	handsome
      56740.10	you'll
      56737.00	joined
      56699.00	actually
      56630.20	kings
      56603.30	sd
      56561.30	posted
      56555.80	approach
      56527.30	washington
      56509.90	hearing
      56455.30	needed
      56113.50	increased
      56094.60	walking
      55893.60	twice
      55850.10	throw
      55849.30	intellectual
      55847.70	appointed
      55827.20	wisdom
      55810.50	ceased
      55776.50	truly
      55771.80	numbers
      55718.00	demanded
      55667.30	priest
      55666.60	wounded
      55657.10	sorrow
      55626.20	drive
      55610.40	fault
      55604.10	listened
      55599.30	palace
      55588.20	affair
      55576.40	contact
      55568.50	distinguished
      55551.00	station
      55452.90	beat
      55431.60	distributed
      55405.50	e
      55400.70	listen
      55327.90	italy
      55324.00	fool
      55307.40	becomes
      55264.70	watching
      55227.50	hurt
      55209.30	wants
      55193.50	express
      55186.30	occurred
      55161.80	favour
      55161.80	height
      55123.00	size
      55074.80	edge
      55021.80	subjects
      54999.60	task
      54945.80	follows
      54938.70	interests
      54922.90	nine
      54921.30	sympathy
      54920.50	burst
      54835.90	putting
      54816.90	dressed
      54796.30	lifted
      54772.60	hopes
      54764.70	suffer
      54731.40	noise
      54720.40	smiling
      54627.80	rode
      54559.00	tells
      54524.90	minds
      54471.10	farther
      54426.10	literature
      54407.90	vessel
      54381.00	affection
      54363.60	suffering
      54343.80	proceeded
      54333.50	flesh
      54172.90	advice
      54172.90	grand
      54168.90	carrying
      54149.20	legs
      54147.60	spain
      54054.20	post
      54031.30	collection
      54020.20	empty
      54009.90	rank
      54009.10	storm
      53975.90	god's
      53930.80	imagine
      53915.00	wore
      53904.70	duties
      53846.20	admitted
      53834.30	countries
      53783.70	pocket
      53776.50	arrival
      53768.60	imagination
      53753.60	driven
      53742.50	loud
      53699.00	sentence
      53673.70	lovely
      53589.00	extraordinary
      53551.80	november
      53541.60	december
      53527.30	happen
      53502.80	absence
      53488.60	breakfast
      53423.70	population
      53413.40	thank
      53386.50	rules
      53168.10	inhabitants
      53157.90	series
      53113.60	laughing
      53096.20	address
      53061.30	relief
      52958.50	bird
      52920.50	owner
      52901.50	impression
      52896.80	satisfaction
      52869.90	coat
      52846.20	prepare
      52841.40	relations
